ID,TITLE,LOCATION,SALARY,SUMMARY
kr.indeed.com/viewjob?jk=754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),네오스텍 인천 연수구,,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
kr.indeed.com/viewjob?jk=e803cc5c050eb359,데이터 엔지니어,NHN ACE 4.4 성남 판교역,,개발자 - 영어 기술 문서를 읽고 구현하는데 문제 없는 분 - 클라우드 기반 서비스 개발 경험자 - Python ML 경험자 - 새로운 기술을 습득하고 활용에 있어 재미를 느끼는 개발자 본 채용은 상시 채용으로 면접...
kr.indeed.com/viewjob?jk=11e4f0710d52e762,Product Service Expert,Nova Measuring Instruments 경기도 화성,,"SEMI E10, SPC, TRIZ, structured problem solving, DOE, JMP, Python, and data analysis—an advantage Ability to travel—30..."
kr.indeed.com/viewjob?jk=c52f854a9841881c,개인화메시징,Nexon 성남 분당구,,"성장해나갈 분을 찾고 있습니다. 지원자격 - 논리적, 분석적 사고력 - 실험 설계, 통계학 지식 - Python, SQL, Spark 등을 사용한 데이터 전처리, 분석 경험 우대사항 - 다양한 장르의 게임을 깊이 있게..."
kr.indeed.com/viewjob?jk=c3fe1cbc5e1ae20b,Technical Support Representative(사원급),IBM 3.9 서울,,"k8s, Cloud, Dev/Ops 등 최신 IT 기술에 대한 학습 및 구현 경험 • Java, Python 등을 활용한 오픈소스 관련 개발 경험 Required Technical and Professional..."
kr.indeed.com/viewjob?jk=e0e37aaebc73dde3,지표구축,아프리카TV 경기도 성남,,"대시보드 플랫폼의 활용이 가능하신분 - 새로운 서비스 출시후 모니터링이나 트랜드 확인이 가능하도록 설계나 지원이 가능하신분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
kr.indeed.com/viewjob?jk=c64a942bcc5c6429,(금융사업부) 신용대출 상품 개발 및 RM 직무 경력채용,한화그룹 4.2 서울,,"전문지식 - 신용평가모형 개발 가능자 우대 - 데이터 분석 Tool 활용 가능자 우대 (SQL, R, Python 등) 자격증 : 보험계리사 우대 전형 절차 전형일정 서류접수 서류합격자 발표 실무면접 최종면접 처우협의..."
kr.indeed.com/viewjob?jk=6d0095647ec5d2a4,광고데이터플랫폼 개발자 모집,카카오 4.0 성남 판교역,,"무와 데이터 파이프라인 시스템 설계/구축/관리 업무를 수행하게 됩니다. 지원자격 개발 경력 3년 이상 Python, Java, Kotlin, Scala 중 하나 이상의 언어에 능통 SQL 또는 HiveQL에 능통 대용량..."
kr.indeed.com/viewjob?jk=3c516818303c4d51,Application Engineer (Silicondash),Synopsys 서울,,"disk access Programming skill of TCL, Perl, JavaScript or Python Good documentation and reporting skills are required..."
kr.indeed.com/viewjob?jk=cb6c1cce2b2eddc2,게임 데이터 분석 및 지표개발 인원 모집,엔씨소프트 2.7 성남 판교역,,"험이 많고, 게임 시스템에 대한 이해가 높으며 서비스 런칭 경험이 있으신 분 - 데이터 분석을 위한 통계툴( Python / R / SAS / SPSS 등) 활용 가능 - 빅데이터 플랫폼(Hadoop / Hive / Spark..."
kr.indeed.com/viewjob?jk=9dad04b0ae0c86d7,시스템 엔지니어,아프리카TV 경기도 성남,,"도입 및 개발/운영 [자격요건] - 리눅스/윈도우에 대한 이해도가 높고 지금도 노력중이신 분 - python 포함 프로그래밍을 즐거워 하시는 분 [우대사항] - docker, Kuvernetes 인프라 구축/운영..."
kr.indeed.com/viewjob?jk=35f761e5fbead640,Sr Field Engineer II,Raytheon Intelligence & Space 대한민국 +1 지역,,"software development methods (shell scripts, JavaScript, Python, PHP, C/C++, C#, Java, XML, HTML, etc.) Oracle database..."
kr.indeed.com/viewjob?jk=a7c68eba65a950aa,지스트 블록체인경제센터 계약직연구원,광주과학기술원 광주 북구,,구직 1명 블록체인 개발 블록체인 경제 블록체인 하드포크 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령...
kr.indeed.com/viewjob?jk=0951bf93d144ecc4,[대형보험사] 신용대출 상품 개발 및 RM (대리~차장급),커리어라임즈 서울,,"가능자 우대 (SQL, R, Python 등) [자격증] - 보험계리사... 능자 우대 - 데이터 분석 Tool 활용 가능자 우대 (SQL, R, Python 등) [자격증] - 보험계리사 우대 0 명 근무조건 고용형..."
kr.indeed.com/viewjob?jk=a71ce64111ef635a,"대기업 딥러닝 기반 영상처리 개발자 (박사급, 판교)",인파트너스 서울,,"개발 경험 보유 - Caffe, TensorFlow, Pytorch - Python, C/C++, Docker  C/C++/C# 언어 역량 보유... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
kr.indeed.com/viewjob?jk=20d40ee61adffeca,챗봇 및 상담 플랫폼 서버 개발자 모집,카카오 4.0 성남 판교역,,"담시스템 코어 서버 개발 (kotlin/spring) QA 시스템 백엔드 서버 개발 (java/spring, python/flask) 챗봇 및 상담 통계 시스템 개발 (scala/spark) 위의 업무 중 하나에 참여하게..."
kr.indeed.com/viewjob?jk=f19b8cb8881146ea,DGIST-ETH 마이크로로봇연구센터 계약직 연구원 공개 초빙 공고,대구경북과학기술원 대구 현풍면,,"으신 분 우대 MATLAB, Python 등을 사용한 기본적인 프로그래... ANSYS 등) 모델 개발 우대 사항 MATLAB, Python 등을 사용한 기본적인 프로그래밍 경 험자 우대 Fluorescence..."
kr.indeed.com/viewjob?jk=1a75ce748c5f24e9,TOAST CAM 임베디드 개발,NHN 4.4 성남 판교역,,"또는 석사 학위 또는 그에 준하는 실무 경험자 (신입 지원가능) - 임베디드 환경에서 영상 처리 경험자 - Python, C++ 개발 경험 - 딥러닝 프레임워크, 컴퓨터 비젼 경험자 - Visual Object..."
kr.indeed.com/viewjob?jk=74cf47be676133ff,DGIST 미래자동차융합연구센터 계약직 연구원 및 연수연구원 공개 초빙...,대구경북과학기술원 대구 현풍면,,"기술개발 우대 사항 우대사항 - S/W개발능력, C,C++, Python,Matlab 등 능숙자 - 자율주행 및 ADAS관련 프로젝트 참여경... W개발능력, C,C++, Python,Matlab 등 능숙자 - 자율주행..."
kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts 서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
kr.indeed.com/viewjob?jk=403c866fc5f43cc3,DGIST 미래자동차융합연구센터 계약직 연구원 공개 초빙 공고,대구경북과학기술원 대구 현풍면,,"Dataset구축기술(Annotation Tool 개발 등) 우대 사항 - S/W개발능력, C,C++, Python, Linux환경 능숙자 - 자율주행 및 ADAS관련 프로젝트 참여경력자 - Open Framework..."
kr.indeed.com/viewjob?jk=df21e3bb5d773616,Python Programmer,Mofac 서울 서초구,,개발 – JAVA 프로그래밍(라이브러리 활용) – Spring 프레임 워크 개발 – Python API 프로그래밍 우대사항 – Python 개발 경험 – Open Source 라이브러리 개발경험 – Web 표준에 대한 경험...
kr.indeed.com/viewjob?jk=1679cd3717e62c42,PostgreSQL DBA 국내 IT대기업,경기도,,"운영 경험자 - 대규모 환경의 Oracle 운영 경험이 있고 PostgreSQL 운영 희망자 - JAVA, Python 등 개발능력 ※ 응시방법 - 한글이력서, 경력기술서, 자기소개서, 사진파일첨부 - 이메일지원 ysnam..."
kr.indeed.com/viewjob?jk=6b86ea39985912b6,NHN Cloud 사업기획/영업,NHN 4.4 성남 판교역,,"Linux, Microsoft Solutions 등) - 2년 이상의 개발 경험 (Java, Python 등) - 기술 문서 작성 및 가이드 경험이 풍부한 자 - 대외 고객 기술 지원 경험 공통지원자격..."
kr.indeed.com/viewjob?jk=8a15326f80e07c08,Customer Operations Engineering Manager,Success Korea 대한민국,,experience in C++ or Java and Python - Network monitoring and application... C++ or Java and Python - Network...
kr.indeed.com/viewjob?jk=cac18e6bcbee5a21,Front end 개발자,브릭 성남 분당구,"연봉 28,000,000원","ElasticSearch 사용 언어 (빈도수 순) : Java, C#, Javascript, Scala, Python, R, C++ 7. 근무 조건 근무장소 : 경기도 성남시 분당구 판교역로 230, 309호(삼환하이펙스..."
kr.indeed.com/viewjob?jk=0ffacbe3ec98a580,3ds Max Pipeline Developer,Scanline VFX 서울,,"3ds Max Developer has advanced skills with Max, Python and C++ required for research, development and mentoring others.KEY..."
kr.indeed.com/viewjob?jk=68a69dd27ac61230,(데이터개발) 데이터 엔지니어,Nexon 성남 분당구,,"끊임없이 흐르는 데이터를 모니터링하고 오류를 감지하는 시스템을 구축 지원자격 - Linux 환경에서 Python, Scala, Java, Go 중 한 가지 이상의 언어로 개발이 가능하신 분 - 자료구조, 알고리즘, 데이터..."
kr.indeed.com/viewjob?jk=a7c20f476b5e0a24,[암 환자 분들을 케어할] 웹 개발자,바이오크(Biock) 경기도 성남,"연봉 30,000,000원 - 80,000,000원","이런 경험을 가지신 분이면 좋겠습니다.* - 개발경력 : 1년 이상 - 사용언어 : JavaScript, Python - Framework : NodeJS, React, React-native, Django 개발 경력자..."
kr.indeed.com/viewjob?jk=2054288dc83a5a88,[진행중] 우리은행 AI사업부 전문직(인공지능(AI) 모델링 및 기획)...,우리은행 4.5 서울 회현동,,"서비스 기획 경험자 - Tensorflow, Pytorch 등 머신러닝 도구 활용 역량 보유 - Python, R 등 프로그래밍 활용 역량 보유 - 은행, 카드, 보험 등 금융 분야 프로젝트 경험자 우대사항..."
kr.indeed.com/viewjob?jk=a64e1e21f61265ce,각 분야별 인재 Pool 등록,지투알 서울,,"자 - 데이터 분석 툴(Adobe Analytics 또는 Google Analytics) 유경험자 우대 - Python, R, SQL 역량 보유자 우대 - 데이터에 기반한 문제해결 능력 및 통계학적 지식 보유자 우대 - 담당..."
kr.indeed.com/viewjob?jk=2170dee8bbd37dd9,[한양대 에리카]기업부설연구소 연구원(신입/경력/인턴),워너버스이노베이션 안산 상록구,,NET|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머...
kr.indeed.com/viewjob?jk=42414fb5112a2b24,Cloud Infrastructure Developer,SAP 4.3 서울,,Your tasks will include developing a python based scalable job execution platform... development with Python Experience...
kr.indeed.com/viewjob?jk=98c81514a7b0738b,코딩 강사/ 교재개발자,에이쳐 용인 처인구,,육강의 및 교육관리 업무 [우대사항] - 컴퓨터 및 소프트웨어 관련전공자 - 교원자격증 소지자 - Python / Tensorflow / C / C++ / HTML5 / CSS / Java / Javascript 등...
kr.indeed.com/viewjob?jk=ffac42e32db26233,Product Engineer II - Liberate,Cadence Design Systems 경기도,,"problems and propose solution Automation skills using Tcl, Python, Perl and shell scripting Bachelor/Master in EE with 5+..."
kr.indeed.com/viewjob?jk=6ede042ebe53ba49,RTL 기반 HW IP 설계 엔지니어 (딥러닝 하드웨어 프로세서 개발),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... 검증 가능자 - Language: Python/Perl, C/C++ [우대..."
kr.indeed.com/viewjob?jk=d585814d097935eb,카카오톡 보이스톡/페이스톡/라이브톡 개발자 모집,카카오 4.0 성남 판교역,,"우대 사항 ✓ Spring/Java 혹은 Spring/Kotlin 기반 서버 개발 경험 ✓ MySQL, Python, JavaScript, Node.js 경험 ✓ 모바일/웹 환경을 위한 API 시스템 개발 경험 ✓ k8s..."
kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Back-end Engineer (Python),Soomgo 서울 강남구,,숨고의 백엔드 엔지니어( Python)는 숨고의 기반 기술을 담당하는 매우... 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로...
kr.indeed.com/viewjob?jk=45dd2b1b31a5daf4,SAP HANA Quality Specialist,SAP 4.3 서울,,"discipline Preferred skills Knowledge of LINUX Knowledge of Python/shell-Scripting, C/C++ Using C++-Debuggers (like GDB..."
kr.indeed.com/viewjob?jk=cae2de07045cfb2b,"Java, Python 영상툴 개발자",에이아이메이커 서울 마곡동,,원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지...
kr.indeed.com/viewjob?jk=f7dfbff23e33cc25,S/W 서버엔진개발자 (python or java),하몬소프트 서울 금천구,"연봉 45,000,000원 - 70,000,000원","모집분야 - 개발자( Python, Java) 담당업무 - 자사 서버 엔진 업무 진행 - 기본 수집/분석엔진 개발 - 빅데이터 분석 및 플랫폼 기반 엔진 개발 지원 필수 자격(신입기준) - Python 또는 Java 프로그..."
kr.indeed.com/viewjob?jk=d8a8869ab092f731,데이터 엔지니어 및 사이언티스트,카카오 4.0 성남 판교역,,"등 데이터 엔지니어와 사이언티스트의 업무를 경계 없이 수행하게 됩니다. 지원자격 개발 경력 3년 이상 Python, Scala, Java, C++ 중 하나 이상의 언어에 능통 SQL 또는 HiveQL에 능통 대용량 데이..."
kr.indeed.com/viewjob?jk=2b09f13b5790dd69,2021년 한화시스템 방산부문 프로젝트/기간제 엔지니어 채용(상시),한화그룹 4.2 서울,,분야 경험자 [우대 요건] 무인기 GCS 개발 유경험자 SW시험/분석 도구 개발 유경험자 C/C++/C#/ Python/JAVA 프로그래밍 숙련자 0명 판교 한화인1:1문의하기 활용 지휘통제-SW 계약기간 : 입사 시...
kr.indeed.com/viewjob?jk=0b05f7fff851371a,게임 런처 개발,Nexon 성남 분당구,,르고 안정적으로 게임을 실행할 수 있도록 함께 고민하고 개발하실 분을 찾습니다. 지원자격 - C++ 혹은 Python 프로그래밍 언어 능숙자 - 비동기 및 병렬처리 프로그래밍 경험 우대사항 - Modern C++ (11...
kr.indeed.com/viewjob?jk=6531d039395a3ffe,"토탈제어시스템, 임베디드(Embedded) 외 신입/경력 인턴",엔아이스퀘어 광주 광산구,,"개발에 참여할 많은 분들의 도전을 기다립니다. 2. LabVIEW, Python 가능자 우대 엔아이스퀘어 토탈제어시스템, 임베디드(Embedded... 니다. 2. LabVIEW, Python 가능자 우대 [우대사항] 전공..."
kr.indeed.com/viewjob?jk=8becbf73bbda7c96,2019 Military Service Exemption Position...,울산과학기술원 울산 언양읍,,"least one programming language... Fortran, C/C++, Python, …; Experience... managing high performance computational..."
kr.indeed.com/viewjob?jk=78756c8e5b194cb3,인공지능 처리용 SDK 소프트웨어 개발,에임퓨처 서울 서초구,"연봉 50,000,000원 - 55,000,000원","experience with high level programming languages... C/C++, Python, Java, C#, Scala 상세모집요강 접수기간/방법 지원방법 전형절차 및 제출서류..."
kr.indeed.com/viewjob?jk=35f72aeb142bceaa,[NIT Service] NAVER IDC 서버 운영/관리(춘천),엔아이티서비스 강원도 춘천,,"application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 - 국가보훈대상자... 경험 - Shell script, python 활용 가능 - 해외 데이터센..."
kr.indeed.com/viewjob?jk=ad07d6a330fb619a,NHN Cloud 운영 및 기술지원,NHN 4.4 성남 판교역,,"Linux, Microsoft Solutions 등) - 2년 이상의 개발 경험 (Java, Python 등) - 기술 문서 작성 및 가이드 경험이 풍부한 자 - 대외 고객 기술 지원 경험 - Windows..."
kr.indeed.com/viewjob?jk=c52b13ca64b943c1,솔루션 엔지니어 (Network Infra),글로벌 네트워크 회사 서울 강남구,"연봉 80,000,000원 - 120,000,000원","OpenShipft, Kubernetes, Microsoft Service) * Programming ( Python, JavaScript, Golang etc.) 근무 형태: 정규직 급여: 80,000,000원 - 120..."
kr.indeed.com/viewjob?jk=02bcd7b6412d1db9,자율주행연구팀 연구사원 (신입/경력),소네트 대구 달성군,,"필수사항 - C / C++ / Python 언어 사용 가능자 • 우대사항... C++언어 사용 가능자 • 우대사항 - 운전 가능자 - JAVA / python 언어 사용 가능자 - 오픈소스 (OpenCV, ROS 등) 사용 경험..."
kr.indeed.com/viewjob?jk=36c48cb9bc2758cb,매칭 기획,Nexon 성남 분당구,,"경험이 있다면 더 좋습니다. - 확률 및 통계에 대한 기본적인 지식이 있다면 더 좋습니다. - SQL, Python 등을 사용해 기초적인 데이터 분석, 머신러닝 등을 다루는 데에 관심이 있으면 더 좋습니다. - FIFA..."
kr.indeed.com/viewjob?jk=112e58d399a83a19,BIM Manager,SYSTRA 서울,,"Openroads, Navigator. Microsoft: Office 365. IT language: Python (A plus) Others: Dynamo (A plus) Job Segment: Engineer..."
kr.indeed.com/viewjob?jk=8af26b37623864c4,8퍼센트 개발자 (신입/경력),8퍼센트 서울 종로구,,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
kr.indeed.com/viewjob?jk=acfa1e921e2fb115,Data Engineer - IBM Garage,IBM 3.9 서울,,"Competitive products Deep skills on Data Warehouse, ETL, Python, Java and related algorithms. Expert Level – SQL, NoSQL..."
kr.indeed.com/viewjob?jk=dfd2fdf4634d57e1,MySQL 데이터베이스 엔지니어(DBA) 국내 대형 포털 플랫폼사,경기도,,"분 - 새로운 기술이나 New Feature에 대해 관심이 많으신분 - 기본적인 수준의 프로그램밍 (c, python, golang등)이 가능하신분 ※ 지원자격 및 우대사항 - MySQL DB운영 업무에 관련된 경력 3년..."
kr.indeed.com/viewjob?jk=1c4f1c0b625f5abd,데이터 분석 직군 모집,넷마블 서울 구로구,,"요건 - 관련 분야 경력 3년 이상 - 정형/비정형 데이터 분석 및 모델링 가능 - 통계 분석 도구 (R, Python, Tensorflow 등) 및 SQL 사용 가능 - 다양한 직군의 사람들과 원활한 커뮤니케이션 및 협업..."
kr.indeed.com/viewjob?jk=b602108c31558329,리서치분야 석사이상 경력직,케이지제로인 대한민국,,"티팩터 리서치 2. 펀드, 금융 및 재무데이터 분석 3. 기업재무 관련 리서치 4. 기관 컨설팅 5. R, Python을 활용한 로직 개발 자격 요건 석사이상, 경력 3년이상, 경제학, 재무금융 전공자 우대사항 CFA..."
kr.indeed.com/viewjob?jk=fa4084196836b8bc,[Clova CIC] 언어 모델 연구 및 대화 시스템 개발 인턴사원 (체...,네이버 서울,,"Learning, 수학/통계 관련 전공 석사 이상 학위 보유자 또는 이에 준하는 관련 프로젝트 경험 보유자 - Python 및 딥러닝 프레임워크 (PyTorch, Tensorflow) 개발 역량 - 새로운 기술이나 업무에..."
kr.indeed.com/viewjob?jk=0feb2770202a5be1,(주)넷타겟 연구원 (웹프론트엔드 개발자),넷타겟 대전 유성구,,"bash, python, 등)으로 기존에 작성된 다양한 과학계산 코드들을 웹서비스의 형태로 구현하기 - 과학계산 Software API( Python... Django framework( Python) 에 대한 이해 - 새로운 기술..."
kr.indeed.com/viewjob?jk=96688eea9c1a9e28,Security Engineer (취약점 분석),Toss 서울 강남구,,"# 자격 요건 - 모의해킹 및 취약점 점검 경력이 있는 분 - 소스 코드 정적 취약점 점검에 능숙한 분 - Python, C, C++, JAVA 중 프로그래밍 언어에 능숙한 분 # 우대 사항 - 국내 또는 국외 버그 바운티..."
kr.indeed.com/viewjob?jk=dbe3257e487e5814,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),버즈니 서울,,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 Python 사용 경험이 있으신 분 다음 항목 중 두 가지 이상에 해당되는 분 AWS 혹은 GCP와 같은 클라우드 플랫폼..."
kr.indeed.com/viewjob?jk=57bdd7637eb78455,테크빌더팀 웹(프론트/백엔드)개발,Nexon 성남 분당구,,"Ubuntu) - React, Angular, jQuery - Python, Flask, Nginx, ElasticSearch, MySQL 지원... 발해 보신 분 * 백엔드 - Python, Java, C# 중 한 가지..."
kr.indeed.com/viewjob?jk=cb32ed51c4e0c7ad,DGIST 동반진단의료기술융합연구실 계약직 연구원 공개 초빙 공고,대구경북과학기술원 대구 현풍면,,"경험자 Matlab 또는 Python 활용 능력 우수자 C/C++... Java, Visual Basic, Python 등) 공학용 프로그래밍 활용 가능자(Matlab, Python 등) 자동차 관련 실험 연구..."
kr.indeed.com/viewjob?jk=576b687b14b66857,쎄미시스코 개발자,쎄미시스코 수원 권선구,"월급 2,400,000원 - 2,600,000원",딥러닝 고도화 관련 업무 - Network Modeling - 전처리 Image Processing - C++ + Python 사용 상세모집요강 접수기간/방법 지원방법 직무/산업 직무별(직종) 응용프로그래머VisualC...
kr.indeed.com/viewjob?jk=b647e33d03c852bb,[PUBG Studio Analytics] Data Analyst,PUBG 서울,,"especially with data science and visualization libraries in Python or R • Strong oral, organizational, and written..."
kr.indeed.com/viewjob?jk=c39d18040425ef53,PostgreSQL 운영 및 데이터베이스 관리자 모집,카카오 4.0 성남 판교역,,"청하고 잘 이해하는 분 Database 운영 유경험자 ( PostgreSQL 운영 경험이 있으신 분 우대) python, go, bash 등 개발 경험이 있는 분 우대 클라우드 환경의 DB시스템 구축 및 운영 경험이 있는 분..."
kr.indeed.com/viewjob?jk=c83f96bd87da9761,"농업정책보험금융원 신규직원(농식품경영체 벤처투자 상담, 재해보험 통계 계...",농업정책보험금융원 서울,,"제출 통계 패키지*를 활용하여 통계, 응용통계 및 데이터 분석 업무 경력이 1년 이상인 자 * SAS, R, python 등 * 경력증명서(담당업무 혹은 소속부서로 업무 추정이 가능할 경우 소속부서가 명시되어야 함) 제출..."
kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수...,프랭클린템플턴투신 대한민국,,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
kr.indeed.com/viewjob?jk=afeaf9f2fdda7973,"Engr, Apps Dev 3",KLA-Tencor 대한민국,,"working effectively with different cultures. Matlab/ Python experience is a plus. We offer a competitive, family friendly..."
kr.indeed.com/viewjob?jk=03b685211780bbb9,동진쎄미켐 IT 부문 신입사원,동진세미캠 서울 상암동,,"주요 업무 : ERP 시스템 개발 및 관리 - 우대사항 1) 전산 관련 전공 및 자격증 소지자 2) Python, JAVA, MS-SQL, 오라클 ERP 경험자 3) 어학(영어) 우수자 0명 서울 본사 (상암..."
kr.indeed.com/viewjob?jk=405e848f9b593a72,Student Training in Engineering Program...,Google 4.3 서울,,"Science or a related field. Programming experience in Java, Python, C... C++. About the job STEP is a development..."
kr.indeed.com/viewjob?jk=3d0cc83899a9b37f,[개발]CI/CD 엔지니어(정규직),위메프 2.8 대한민국,,"배포 경험이 있는 분 [우대사항] - kubernetes 기반 서비스 운영경험이 있는 분 - JAVA, python 등 웹어플리케이션용 개발언어 1개 이상 경험이 있는 분 - 네트워크, 리눅스 기반 관련 지식 보유한 분..."
kr.indeed.com/viewjob?jk=9acc17c535b42959,2021년 (신입) 전문연구요원 모집,NHN 4.4 성남 판교역,,"병역특례 전문연구요원 - Python/C++/Java/C# 개발 경험... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, Python 등 개발 숙련자 우대 [클라우드 인프라 서비스 개발] Job..."
kr.indeed.com/viewjob?jk=bc1be4ffc953c21a,Quality Engineer 반월공장 (Precursor & Speci...,Merck KGaA 경기도 안산,,"analysis. Background in programming ( Python, Java script, SQL) is preferred... preferred ( Python, Java script, SQL..."
kr.indeed.com/viewjob?jk=05aa5498d84c58e1,데이터 엔지니어(신입/경력),쏘카 대한민국,,"있는 분 • 데이터 분석팀 및 유관 부서와의 원활한 소통을 위한 기본적인 쿼리 작성 능력을 갖춘 분 • Python 또는 Java, Scala, C++, C# 등의 언어를 최소 1개 이상 능숙하게 사용할 수 있는 분 • 대용..."
kr.indeed.com/viewjob?jk=65d6ea3f2cfbd21b,"Software Engineering Intern, 2021",Google 4.3 서울,,"including... limited to: Java, C/C++, C#, Objective-C, Python, JavaScript, or Go. About the job Join us... unique 12..."
kr.indeed.com/viewjob?jk=94f9c179944e1acf,시스템 소프트웨어 엔지니어 경력자,LG전자 3.8 서울특별시,,"3년 이상 - API, Software package 개발 경력 - Unix/Linux 개발 환경에 익숙하고, Python 혹은 Java 등 프로그래밍 언어 능숙자 - GIT, BitBucket 기반 Source code..."
kr.indeed.com/viewjob?jk=55584c627df1acaa,데이터 분석가/사이언티스트(신입/인턴 가능),쏘카 대한민국,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 • Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류..."
kr.indeed.com/viewjob?jk=af1b1800c6df998a,침해시도 분석/대응 전문가,이베이 코리아 서울 강남구,,"경험 - Firewall/IPS/Botnet 탐지 솔루션 구축/운영 경험 - 업무 자동화를 위한 개발 ( Python 등) 스킬 보유 - Splunk, Elastic 활용 경험 - Private/Public Cloud 환경의..."
kr.indeed.com/viewjob?jk=750bd649ca4aec64,Operation Buyer(Contractor),Edwards Korea Ltd 충청남도 천안,,"programming languages or statistical software – ex) C++, Python, VBA, R, MATLAB, Minitab, SPC Start a journey towards..."
kr.indeed.com/viewjob?jk=4bd70fb8a220d90d,[Janssen] Data Scientist,Johnson & Johnson Family of Companies 4.2 서울,,"Expertise in one or more programming languages... R, Python or SAS. 7. Knowledge of relational database architecture..."
kr.indeed.com/viewjob?jk=cd40cf786e32f325,사내 및 서비스 보안 담당자 (경력),네오위즈 대한민국,,"GuardDuty, WAF, VPC Flow Logs 분석 등)이 있으신 분 - 각종 스크립트 언어(Perl, Python, shell script 등)의 활용 능력을 가진 분 - 모바일 게임 앱에 대한 보안 검수 경험이..."
kr.indeed.com/viewjob?jk=6d2542e38cfca6e3,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
